DiseaseName,DiseaseID,Sourse
Urachal adenocarcinoma,MESH:C536474,CTD
Urachal cancer,MESH:C536475,CTD
Urachal Cyst,MESH:D014496,CTD
"Urate-Binding Globulin, Decrease in",MESH:C566013,CTD
Urban Schosser Spohn syndrome,MESH:C536476,CTD
"Urea Cycle Disorders, Inborn",MESH:D056806,CTD
Ureaplasma Infections,MESH:D016869,CTD
Uremia,MESH:D014511,CTD
Ureteral Calculi,MESH:D014514,CTD
Ureteral Diseases,MESH:D014515,CTD
Ureteral Neoplasms,MESH:D014516,CTD
Ureteral Obstruction,MESH:D014517,CTD
"Ureter, Bifid Or Double",MESH:C566012,CTD
Ureterocele,MESH:D014518,CTD
Ureterolithiasis,MESH:D053039,CTD
Urethral Diseases,MESH:D014522,CTD
Urethral Neoplasms,MESH:D014523,CTD
Urethral Obstruction,MESH:D014524,CTD
Urethral obstruction sequence,MESH:C536477,CTD
Urethral Stricture,MESH:D014525,CTD
Urethritis,MESH:D014526,CTD
"URIC ACID CONCENTRATION, SERUM, QUANTITATIVE TRAIT LOCUS 1",OMIM:138900,CTD
"URIC ACID CONCENTRATION, SERUM, QUANTITATIVE TRAIT LOCUS 4",OMIM:612671,CTD
"Uridine 5-Prime Monophosphate Hydrolase Deficiency, Hemolytic Anemia due to",MESH:C564859,CTD
Urinary Bladder Calculi,MESH:D001744,CTD
Urinary Bladder Diseases,MESH:D001745,CTD
Urinary Bladder Fistula,MESH:D001747,CTD
Urinary Bladder Neck Obstruction,MESH:D001748,CTD
Urinary Bladder Neoplasms,MESH:D001749,CTD
"Urinary Bladder, Neurogenic",MESH:D001750,CTD
"Urinary Bladder, Overactive",MESH:D053201,CTD
Urinary Calculi,MESH:D014545,CTD
Urinary Fistula,MESH:D014548,CTD
Urinary Incontinence,MESH:D014549,CTD
"Urinary Incontinence, Stress",MESH:D014550,CTD
"Urinary Incontinence, Urge",MESH:D053202,CTD
Urinary Retention,MESH:D016055,CTD
Urinary Tract Infections,MESH:D014552,CTD
Urination Disorders,MESH:D014555,CTD
Urinoma,MESH:D053584,CTD
Urioste Martinez-Frias syndrome,MESH:C536478,CTD
Urocanase deficiency,MESH:C536479,CTD
Urofacial syndrome,MESH:C536480,CTD
Urogenital Abnormalities,MESH:D014564,CTD
Urogenital adysplasia,MESH:C536481,CTD
Urogenital Neoplasms,MESH:D014565,CTD
Urolithiasis,MESH:D052878,CTD
Urological Manifestations,MESH:D020924,CTD
Urologic Diseases,MESH:D014570,CTD
Urologic Neoplasms,MESH:D014571,CTD
Uropathy distal obstructive polydactyly,MESH:C536483,CTD
Urticaria,MESH:D014581,CTD
"Urticaria, Aquagenic",MESH:C562481,CTD
"Urticaria, Familial Localized Heat",MESH:C566011,CTD
Urticaria Pigmentosa,MESH:D014582,CTD
Uruguay Faciocardiomusculoskeletal Syndrome,MESH:C564544,CTD
Usher Syndromes,MESH:D052245,CTD
"Usher syndrome, type 1B",MESH:C536485,CTD
"Usher syndrome, type 1C",MESH:C536486,CTD
"Usher syndrome, type 1D",MESH:C536487,CTD
"Usher syndrome, type 1E",MESH:C536488,CTD
"Usher syndrome, type 1F",MESH:C536489,CTD
"Usher syndrome, type 2A",MESH:C536490,CTD
"Usher syndrome, type 2B",MESH:C536491,CTD
"Usher syndrome, type 2C",MESH:C536492,CTD
"Usher Syndrome, Type Ib",MESH:C564755,CTD
"Usher Syndrome, Type IC",MESH:C564753,CTD
"Usher Syndrome, Type ID",MESH:C563400,CTD
"Usher Syndrome, Type ID-F",MESH:C567409,CTD
"Usher Syndrome, Type IE",MESH:C566577,CTD
"Usher Syndrome, Type IF",MESH:C566586,CTD
"Usher Syndrome, Type IG",MESH:C564643,CTD
"Usher Syndrome, Type IH",MESH:C567227,CTD
"USHER SYNDROME, TYPE IID",OMIM:611383,CTD
"USHER SYNDROME, TYPE IIIA",OMIM:276902,CTD
"USHER SYNDROME, TYPE IJ",OMIM:614869,CTD
Uterine Anomalies,MESH:C562565,CTD
Uterine Cervical Diseases,MESH:D002577,CTD
Uterine Cervical Dysplasia,MESH:D002578,CTD
Uterine Cervical Erosion,MESH:D002579,CTD
Uterine Cervical Incompetence,MESH:D002581,CTD
Uterine Cervical Neoplasms,MESH:D002583,CTD
Uterine Cervicitis,MESH:D002575,CTD
Uterine Diseases,MESH:D014591,CTD
Uterine Hemorrhage,MESH:D014592,CTD
Uterine Inertia,MESH:D014593,CTD
Uterine Inversion,MESH:D019687,CTD
Uterine Neoplasms,MESH:D014594,CTD
Uterine Perforation,MESH:D014595,CTD
Uterine Prolapse,MESH:D014596,CTD
Uterine Retroversion,MESH:D060725,CTD
Uterine Rupture,MESH:D014597,CTD
Uterus Bicornis Bicollis With Partial Vaginal Septum And Unilateral Hematocolpos With Ipsilateral Renal Agenesis,MESH:C566010,CTD
Uveal Diseases,MESH:D014603,CTD
Uveal melanoma,MESH:C536494,CTD
Uveal Neoplasms,MESH:D014604,CTD
Uveitis,MESH:D014605,CTD
"Uveitis, Anterior",MESH:D014606,CTD
"Uveitis, Intermediate",MESH:D015867,CTD
"Uveitis, Posterior",MESH:D015866,CTD
"Uveitis, Suppurative",MESH:D015829,CTD
Uveomeningoencephalitic Syndrome,MESH:D014607,CTD
Uveoparotid Fever,MESH:D014608,CTD
UV-Sensitive Syndrome,MESH:C563466,CTD
UV-SENSITIVE SYNDROME 1,OMIM:600630,CTD
Vaccinia,MESH:D014615,CTD
VACTERL association,MESH:C536495,CTD
VACTERL Association With Hydrocephalus,MESH:C564751,CTD
Vacuolar myopathy,MESH:C536522,CTD
Vacuolar Neuromyopathy,MESH:C566617,CTD
"Vagina, absence of",MESH:C536523,CTD
Vaginal Discharge,MESH:D019522,CTD
Vaginal Diseases,MESH:D014623,CTD
Vaginal Fistula,MESH:D014624,CTD
Vaginal Neoplasms,MESH:D014625,CTD
Vaginismus,MESH:D052065,CTD
Vaginitis,MESH:D014627,CTD
"Vaginosis, Bacterial",MESH:D016585,CTD
Vagus Nerve Diseases,MESH:D020421,CTD
Vagus Nerve Injuries,MESH:D061223,CTD
Valinemia,MESH:C536524,CTD
Valproic acid antenatal infection,MESH:C536525,CTD
Van Bogaert-Hozay syndrome,MESH:C536526,CTD
Van Buchem disease type 2,MESH:C536527,CTD
Van Den Bosch Syndrome,MESH:C563129,CTD
Van der Hoeve Halbertsma Waardenburg Gualdi Syndrome,MESH:C538657,CTD
Van der Woude syndrome,MESH:C536528,CTD
"VAN DER WOUDE SYNDROME 1, MODIFIER OF",OMIM:604547,CTD
Van der Woude syndrome 2,MESH:C536529,CTD
Vanishing White Matter Leukodystrophy with Ovarian Failure,MESH:C565836,CTD
Van Maldergem Wetzburger Verloes syndrome,MESH:C536530,CTD
"Varicella, Severe Recurrent",MESH:C563458,CTD
Varicocele,MESH:D014646,CTD
Varicose Ulcer,MESH:D014647,CTD
Varicose Veins,MESH:D014648,CTD
Vasa Previa,MESH:D055949,CTD
Vascular Calcification,MESH:D061205,CTD
Vascular Compression of the Duodenum,MESH:C548420,CTD
Vascular Diseases,MESH:D014652,CTD
Vascular Fistula,MESH:D016157,CTD
Vascular Headaches,MESH:D014653,CTD
Vascular Hyalinosis,MESH:C564750,CTD
"Vascular Malformation, Primary Intraosseous",MESH:C564648,CTD
Vascular Malformations,MESH:D054079,CTD
Vascular Neoplasms,MESH:D019043,CTD
Vascular purpura,MESH:C537256,CTD
Vascular Remodeling,MESH:D066253,CTD
Vascular System Injuries,MESH:D057772,CTD
Vasculitis,MESH:D014657,CTD
"Vasculitis, Central Nervous System",MESH:D020293,CTD
"Vasculitis, Leukocytoclastic, Cutaneous",MESH:D018366,CTD
"Vasculitis, Lymphocytic, Cutaneous Small Vessel",MESH:C565222,CTD
"Vasculitis, Lymphocytic, Nodular",MESH:C566008,CTD
"Vasculopathy, Retinal, With Cerebral Leukodystrophy",MESH:C566007,CTD
Vasoplegia,MESH:D056987,CTD
"Vasospasm, Intracranial",MESH:D020301,CTD
Vasquez Hurst Sotos syndrome,MESH:C536533,CTD
VATER association,MESH:C536534,CTD
Vater Association With Hydrocephalus,MESH:C564752,CTD
"Vater-Like Defects with Pulmonary Hypertension, Laryngeal Webs, and Growth Deficiency",MESH:C564244,CTD
VDAC Deficiency,MESH:C565767,CTD
Vein of Galen aneurysm,MESH:C536535,CTD
Vein of Galen Malformations,MESH:D054080,CTD
Velofacioskeletal syndrome,MESH:C536536,CTD
Velopharyngeal Insufficiency,MESH:D014681,CTD
"Venereal Tumors, Veterinary",MESH:D014685,CTD
Venous Insufficiency,MESH:D014689,CTD
"Venous Malformations, Multiple Cutaneous and Mucosal",MESH:C563977,CTD
Venous Thromboembolism,MESH:D054556,CTD
Venous Thrombosis,MESH:D020246,CTD
Ventilator-Induced Lung Injury,MESH:D055397,CTD
Ventricular Dysfunction,MESH:D018754,CTD
"Ventricular Dysfunction, Left",MESH:D018487,CTD
"Ventricular Dysfunction, Right",MESH:D018497,CTD
Ventricular extrasystoles perodactyly Robin sequence,MESH:C536537,CTD
Ventricular Fibrillation,MESH:D014693,CTD
"Ventricular Fibrillation, Paroxysmal Familial, 1",MESH:C567851,CTD
"Ventricular Fibrillation, Paroxysmal Familial, 2",MESH:C567841,CTD
Ventricular Flutter,MESH:D054141,CTD
Ventricular Outflow Obstruction,MESH:D014694,CTD
Ventricular Premature Complexes,MESH:D018879,CTD
Ventricular Remodeling,MESH:D020257,CTD
Ventricular Septal Rupture,MESH:D018658,CTD
"VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 1, WITH OR WITHOUT ATRIAL DYSFUNCTION AND/OR DILATED CARDIOMYOPATHY",OMIM:604772,CTD
"VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 2",OMIM:611938,CTD
"VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 3",OMIM:614021,CTD
"VENTRICULAR TACHYCARDIA, FAMILIAL",OMIM:192605,CTD
Ventriculomegaly With Defects Of The Radius And Kidney,MESH:C566565,CTD
"Venular Insufficiency, Systemic",MESH:C566004,CTD
Verloes Bourguignon syndrome,MESH:C536538,CTD
Verloes Gillerot Fryns syndrome,MESH:C536539,CTD
Verloes Van Maldergem Marneffe syndrome,MESH:C536540,CTD
Verloove-Vanhorick Brubakk syndrome,MESH:C536541,CTD
Vertebral Artery Dissection,MESH:D020217,CTD
Vertebral body fusion overgrowth,MESH:C536543,CTD
Vertebral fusion posterior lumbosacral blepharoptosis,MESH:C536344,CTD
Vertebral Hypoplasia With Lumbar Kyphosis,MESH:C566002,CTD
Vertebrobasilar Insufficiency,MESH:D014715,CTD
"Vertical talus, congenital",MESH:C536345,CTD
Vertigo,MESH:D014717,CTD
"Vertigo, Benign Recurrent",MESH:C562859,CTD
"Vertigo, Benign Recurrent, 1",MESH:C567620,CTD
"Vertigo, Benign Recurrent, 2",MESH:C567749,CTD
Vesico-Ureteral Reflux,MESH:D014718,CTD
Vesicoureteral Reflux 2,MESH:C567053,CTD
VESICOURETERAL REFLUX 3,OMIM:613674,CTD
"Vesicoureteral Reflux, X-Linked",MESH:C564042,CTD
Vesicovaginal Fistula,MESH:D014719,CTD
Vesicular Exanthema of Swine,MESH:D014720,CTD
Vesicular Stomatitis,MESH:D054243,CTD
Vestibular Diseases,MESH:D015837,CTD
Vestibular Neuronitis,MESH:D020338,CTD
"Vestibulocochlear Dysfunction, Progressive",MESH:C536346,CTD
Vestibulocochlear Nerve Diseases,MESH:D000160,CTD
Vestibulocochlear Nerve Injuries,MESH:D061285,CTD
Vibratory angioedema,MESH:C536347,CTD
Vibrio Infections,MESH:D014735,CTD
Vibrio vulnificus infection,MESH:C536348,CTD
Viljoen Kallis Voges syndrome,MESH:C536349,CTD
Vipoma,MESH:D003969,CTD
Viremia,MESH:D014766,CTD
Virilism,MESH:D014770,CTD
Virus Diseases,MESH:D014777,CTD
VISCERAL MYOPATHY,OMIM:155310,CTD
"Visceral Myopathy, Familial",MESH:C562574,CTD
Visceral myopathy familial external ophthalmoplegia,MESH:C536350,CTD
"Visceral Neuropathy, Familial, Autosomal Dominant",MESH:C566502,CTD
Visceral Pain,MESH:D059265,CTD
Visceral Prolapse,MESH:D014782,CTD
"Visceral Steatosis, Congenital",MESH:C536351,CTD
Vision Disorders,MESH:D014786,CTD
"Vision, Low",MESH:D015354,CTD
Visna,MESH:D016182,CTD
Vitamin A Deficiency,MESH:D014802,CTD
Vitamin B 12 Deficiency,MESH:D014806,CTD
VITAMIN B12 PLASMA LEVEL QUANTITATIVE TRAIT LOCUS 1,OMIM:612542,CTD
Vitamin B 6 Deficiency,MESH:D026681,CTD
Vitamin B Deficiency,MESH:D014804,CTD
Vitamin D Deficiency,MESH:D014808,CTD
"Vitamin D-Dependent Rickets, Type 2A",MESH:C562794,CTD
"Vitamin D-Dependent Rickets, Type 2B, With Normal Vitamin D Receptor",MESH:C567571,CTD
"Vitamin D Hydroxylation-Deficient Rickets, Type 1A",MESH:C562688,CTD
"Vitamin D Hydroxylation-Deficient Rickets, Type 1B",MESH:C564005,CTD
Vitamin E Deficiency,MESH:D014811,CTD
Vitamin K Deficiency,MESH:D014813,CTD
Vitamin K Deficiency Bleeding,MESH:D006475,CTD
"Vitamin K-Dependent Clotting Factors, Combined Deficiency Of, 1",MESH:C564741,CTD
"VITAMIN K-DEPENDENT CLOTTING FACTORS, COMBINED DEFICIENCY OF, 2",OMIM:607473,CTD
"Vitamin K-Dependent Clotting Factors, Combined Deficiency Of, Type 2",MESH:C564393,CTD
Vitelliform Macular Dystrophy,MESH:D057826,CTD
Vitiligo,MESH:D014820,CTD
VITILIGO-ASSOCIATED MULTIPLE AUTOIMMUNE DISEASE SUSCEPTIBILITY 1,OMIM:606579,CTD
VITILIGO-ASSOCIATED MULTIPLE AUTOIMMUNE DISEASE SUSCEPTIBILITY 6,OMIM:193200,CTD
"Vitiligo, Progressive, with Mental Retardation and Urethral Duplication",MESH:C564739,CTD
Vitreoretinochoroidopathy,MESH:C536352,CTD
"VITREORETINOPATHY, NEOVASCULAR INFLAMMATORY",OMIM:193235,CTD
"Vitreoretinopathy, Proliferative",MESH:D018630,CTD
Vitreoretinopathy with Phalangeal Epiphyseal Dysplasia,MESH:C565179,CTD
Vitreous Detachment,MESH:D020255,CTD
Vitreous Hemorrhage,MESH:D014823,CTD
VLCAD deficiency,MESH:C536353,CTD
Vocal Cord Dysfunction,MESH:D064706,CTD
Vocal cord dysfunction familial,MESH:C536354,CTD
Vocal Cord Paralysis,MESH:D014826,CTD
Vogt Cephalodactyly,MESH:C566327,CTD
Vohwinkel syndrome,MESH:C536457,CTD
"Vohwinkel Syndrome, Variant Form",MESH:C565826,CTD
Voice Disorders,MESH:D014832,CTD
Volcke Soekarman syndrome,MESH:C537718,CTD
Volvulus Of Midgut,MESH:C562456,CTD
Vomiting,MESH:D014839,CTD
"Vomiting, Anticipatory",MESH:D014840,CTD
von Hippel-Lindau Disease,MESH:D006623,CTD
"Von Willebrand disease, platelet type",MESH:C536458,CTD
von Willebrand Diseases,MESH:D014842,CTD
"von Willebrand Disease, Type 1",MESH:D056725,CTD
"von Willebrand Disease, Type 2",MESH:D056728,CTD
"von Willebrand Disease, Type 3",MESH:D056729,CTD
"Von Willebrand Disease, X-Linked Form",MESH:C564041,CTD
"Von willebrand factor, deficiency",MESH:C531844,CTD
Voyeurism,MESH:D014843,CTD
Vulvar Diseases,MESH:D014845,CTD
Vulvar dysesthesia localized in the vestibule,MESH:C548479,CTD
Vulvar Lichen Sclerosus,MESH:D007724,CTD
Vulvar Neoplasms,MESH:D014846,CTD
Vulvar Vestibulitis,MESH:D054515,CTD
Vulvitis,MESH:D014847,CTD
Vulvodynia,MESH:D056650,CTD
Vulvovaginitis,MESH:D014848,CTD
"Vulvovaginitis, Allergic Seminal",MESH:C565993,CTD
Waaler Aarskog syndrome,MESH:C536461,CTD
Waardenburg Syndrome,MESH:D014849,CTD
Waardenburg syndrome type 2,MESH:C536463,CTD
Waardenburg syndrome type 2A,MESH:C536464,CTD
Waardenburg syndrome type 2B,MESH:C536465,CTD
"Waardenburg Syndrome, Type 2C",MESH:C564684,CTD
"Waardenburg Syndrome, Type 2D",MESH:C563839,CTD
"Waardenburg syndrome, type 4",MESH:C536467,CTD
"WAARDENBURG SYNDROME, TYPE 4A",OMIM:277580,CTD
"Waardenburg Syndrome, Type 4b",MESH:C567680,CTD
"Waardenburg Syndrome, Type 4c",MESH:C567679,CTD
WAGR Syndrome,MESH:D017624,CTD
Walbaum Titran Durieux Crepin syndrome,MESH:C536566,CTD
Waldenstrom Macroglobulinemia,MESH:D008258,CTD
Waldmann disease,MESH:C536567,CTD
Walker Dyson syndrome,MESH:C536568,CTD
Walker-Warburg Syndrome,MESH:D058494,CTD
"Walker-Warburg Syndrome, Fktn-Related",MESH:C567727,CTD
Wallerian Degeneration,MESH:D014855,CTD
Wallerian degeneration of the pyramidal tract,MESH:C531847,CTD
Wandering Spleen,MESH:D050805,CTD
Warburg Sjo Fledelius syndrome,MESH:C536681,CTD
Warburton Anyane Yeboa syndrome,MESH:C536682,CTD
Warfarin Sensitivity,MESH:C567080,CTD
Warfarin syndrome,MESH:C536683,CTD
Warman Mulliken Hayward syndrome,MESH:C536684,CTD
War-Related Injuries,MESH:D000067398,CTD
WARSAW BREAKAGE SYNDROME,OMIM:613398,CTD
Warts,MESH:D014860,CTD
"Wasting Disease, Chronic",MESH:D034081,CTD
Wasting Syndrome,MESH:D019282,CTD
Waterborne Diseases,MESH:D000069578,CTD
Water-Electrolyte Imbalance,MESH:D014883,CTD
Waterhouse-Friderichsen Syndrome,MESH:D014884,CTD
Water Intoxication,MESH:D014869,CTD
Watermelon stomach disease,MESH:C538665,CTD
WATSON SYNDROME,OMIM:193520,CTD
Weaver-Like Syndrome,MESH:C562443,CTD
Weaver syndrome,MESH:C536687,CTD
Weber Klippel Trenaunay,MESH:C536889,CTD
Wegener-Like Granulomatosis,MESH:C566810,CTD
Weight Gain,MESH:D015430,CTD
Weight Loss,MESH:D015431,CTD
Weil Disease,MESH:D014895,CTD
Weill-Marchesani-Like Syndrome,MESH:C567710,CTD
Weill-Marchesani Syndrome,MESH:D056846,CTD
Weinstein Kliman Scully syndrome,MESH:C536688,CTD
Weismann Netter syndrome,MESH:C537082,CTD
"Welander distal myopathy, Swedish type",MESH:C536690,CTD
Wellesley Carmen French syndrome,MESH:C536691,CTD
Wells Jankovic syndrome,MESH:C536692,CTD
Wells syndrome,MESH:C536693,CTD
Werner Syndrome,MESH:D014898,CTD
Wernicke Encephalopathy,MESH:D014899,CTD
West Nile Fever,MESH:D014901,CTD
Westphal disease,MESH:C536694,CTD
Wet Macular Degeneration,MESH:D057135,CTD
Weyers acrofacial dysostosis,MESH:C536695,CTD
Weyers ulnar ray-oligodactyly syndrome,MESH:C536696,CTD
Wheat Hypersensitivity,MESH:D021182,CTD
WHIM syndrome,MESH:C536697,CTD
Whiplash Injuries,MESH:D014911,CTD
Whipple Disease,MESH:D008061,CTD
"Whispering dysphonia, hereditary",MESH:C536698,CTD
"Whistling face syndrome, recessive form",MESH:C536699,CTD
White Coat Hypertension,MESH:D059466,CTD
White forelock with malformations,MESH:C536700,CTD
White Heifer Disease,MESH:D050072,CTD
White Muscle Disease,MESH:D014912,CTD
White platelet syndrome,MESH:C536702,CTD
Whooping Cough,MESH:D014917,CTD
Whyte Murphy Fallon Sly syndrome,MESH:C536060,CTD
Whyte Murphy syndrome,MESH:C536054,CTD
Widow's Peak Syndrome,MESH:C564040,CTD
Wieacker syndrome,MESH:C536703,CTD
Wiedemann Grosse Dibbern syndrome,MESH:C536704,CTD
Wiedemann Oldigs Oppermann syndrome,MESH:C536705,CTD
Williams-Beuren Region Duplication Syndrome,MESH:C565723,CTD
Williams Syndrome,MESH:D018980,CTD
Wilms Tumor,MESH:D009396,CTD
Wilms Tumor 3,MESH:C565991,CTD
Wilms Tumor 4,MESH:C563336,CTD
WILMS TUMOR 5,OMIM:601583,CTD
Wilms tumor and radial bilateral aplasia,MESH:C536707,CTD
"Wilms Tumor, Aniridia, Genitourinary Anomalies, Mental Retardation, and Obesity Syndrome",MESH:C567292,CTD
Wilson-Turner X-linked mental retardation syndrome,MESH:C536708,CTD
Winchester syndrome,MESH:C536709,CTD
Winkelman Bethge Pfeiffer syndrome,MESH:C536710,CTD
Winship Viljoen Leary syndrome,MESH:C536711,CTD
Winter Harding Hyde syndrome,MESH:C536712,CTD
Winter Shortland Temple syndrome,MESH:C536735,CTD
"Wis heavy-chain disease protein, human",MESH:C483997,CTD
Wiskott-Aldrich Syndrome,MESH:D014923,CTD
"Wiskott-Aldrich Syndrome, Autosomal Dominant Form",MESH:C563431,CTD
Wissler's Syndrome,MESH:D014924,CTD
Witkop syndrome,MESH:C536736,CTD
Wittwer syndrome,MESH:C536737,CTD
Wolcott-Rallison syndrome,MESH:C536739,CTD
Wolffian tumor,MESH:C536741,CTD
Wolff-Parkinson-White Syndrome,MESH:D014927,CTD
Wolf-Hirschhorn Syndrome,MESH:D054877,CTD
"Wolfram-Like Syndrome, Autosomal Dominant",MESH:C565631,CTD
Wolfram Syndrome,MESH:D014929,CTD
Wolfram Syndrome 2,MESH:C565733,CTD
"Wolfram Syndrome, Mitochondrial Form",MESH:C564012,CTD
Wolman Disease,MESH:D015223,CTD
Wolman Disease with Hypolipoproteinemia and Acanthocytosis,MESH:C564736,CTD
Woodhouse Sakati syndrome,MESH:C536742,CTD
Woods Black Norbury syndrome,MESH:C536743,CTD
Woods Leversha Rogers syndrome,MESH:C536744,CTD
"WOOLLY HAIR, AUTOSOMAL DOMINANT",OMIM:194300,CTD
"Woolly Hair, Autosomal Recessive",MESH:C564735,CTD
"Woolly hair, congenital",MESH:C536745,CTD
"Woolly hair, hypotrichosis, everted lower lip and outstanding ears",MESH:C536746,CTD
Worster Drought syndrome,MESH:C536747,CTD
Worth syndrome,MESH:C536748,CTD
Wound Infection,MESH:D014946,CTD
Wounds and Injuries,MESH:D014947,CTD
"Wounds, Gunshot",MESH:D014948,CTD
"Wounds, Nonpenetrating",MESH:D014949,CTD
"Wounds, Penetrating",MESH:D014950,CTD
"Wounds, Stab",MESH:D014951,CTD
Wright Dyck syndrome,MESH:C536749,CTD
Wrinkly skin syndrome,MESH:C536750,CTD
Wrist Injuries,MESH:D014954,CTD
WT limb blood syndrome,MESH:C536751,CTD
Wyburn Mason's syndrome,MESH:C536752,CTD
"Xanthinuria, Type I",MESH:C562584,CTD
"Xanthinuria, Type II",MESH:C566358,CTD
"Xanthogranuloma, Juvenile",MESH:D014972,CTD
Xanthogranulomatous cholecystitis,MESH:C536762,CTD
Xanthogranulomatous sialadenitis,MESH:C536763,CTD
Xanthomatosis,MESH:D014973,CTD
"Xanthomatosis, Cerebrotendinous",MESH:D019294,CTD
"X chromosome, duplication Xq13 1 q21 1",MESH:C536753,CTD
"X chromosome, monosomy Xp22 pter",MESH:C536754,CTD
"X chromosome, monosomy Xq28",MESH:C536755,CTD
"X chromosome, trisomy Xp3",MESH:C536756,CTD
"X chromosome, trisomy Xpter Xq13",MESH:C536731,CTD
"X chromosome, trisomy Xq25",MESH:C536733,CTD
"Xerocytosis, hereditary",MESH:C536764,CTD
Xeroderma Pigmentosum,MESH:D014983,CTD
"Xeroderma Pigmentosum, Autosomal Dominant, Mild",MESH:C565989,CTD
Xeroderma Pigmentosum B-Cockayne Syndrome,MESH:C567061,CTD
"Xeroderma Pigmentosum, Complementation Group B",MESH:C562590,CTD
"Xeroderma Pigmentosum, Complementation Group C",MESH:C567886,CTD
"Xeroderma Pigmentosum, Complementation Group D",MESH:C562591,CTD
"Xeroderma Pigmentosum, Complementation Group E",MESH:C564732,CTD
"Xeroderma Pigmentosum, Complementation Group F",MESH:C562592,CTD
"Xeroderma Pigmentosum, Complementation Group G",MESH:C562593,CTD
Xeroderma Pigmentosum IX,MESH:C564731,CTD
"Xeroderma pigmentosum, type 9",MESH:C536765,CTD
"Xeroderma Pigmentosum, Type G-Cockayne Syndrome",MESH:C566879,CTD
"Xeroderma pigmentosum, variant type",MESH:C536766,CTD
Xerophthalmia,MESH:D014985,CTD
Xerostomia,MESH:D014987,CTD
XFE Progeroid Syndrome,MESH:C567043,CTD
"X Inactivation, Familial Skewed, 1",MESH:C564716,CTD
"X Inactivation, Familial Skewed, 2",MESH:C564572,CTD
XK aprosencephaly,MESH:C536767,CTD
X-linked adrenal hypoplasia congenita,MESH:C536757,CTD
X-Linked Chondrodysplasia Punctata 1,MESH:C580533,CTD
X-Linked Combined Immunodeficiency Diseases,MESH:D053632,CTD
X-Linked Infantile Nystagmus,MESH:C580539,CTD
X-linked infantile spasm syndrome,MESH:C538670,CTD
X-linked mental retardation Gustavson type,MESH:C536759,CTD
X-linked mental retardation type Wittwer,MESH:C536760,CTD
X-linked sideroblastic anemia,MESH:C536761,CTD
X-linked tetra-amelia,MESH:C536497,CTD
Xylosidase Deficiency,MESH:C564730,CTD
XYY Karyotype,MESH:D014997,CTD
Yang Deficiency,MESH:D016711,CTD
Yaws,MESH:D015001,CTD
Y Chromosome Infertility,MESH:C580551,CTD
Yellow Fever,MESH:D015004,CTD
Yellow Nail Syndrome,MESH:D056684,CTD
Yemenite deaf-blind hypopigmentation syndrome,MESH:C536771,CTD
Yersinia Infections,MESH:D015009,CTD
Yersinia pseudotuberculosis Infections,MESH:D015012,CTD
Yim Ebbin syndrome,MESH:C536713,CTD
